Provinsi,Tahun,Rata-Rata
Maluku,2000,25.72
Maluku,2001,28.48
Maluku,2002,28.46
Maluku,2003,28.14
Maluku,2004,29.13
Maluku,2005,N/A
Maluku,2006,26.18
Maluku,2007,27
Maluku,2008,26
Maluku,2009,26.6
Maluku,2010,26.9
Maluku,2011,26.6
Maluku,2012,26.4
Maluku,2013,26.5
Maluku,2014,26.6
Maluku,2015,26.5
Maluku,2016,26.7
Maluku,2017,N/A
Maluku,2018,N/A
Maluku,2019,N/A
Maluku,2020,27.08
Maluku,2021,27.9
Maluku,2022,28
Maluku,2023,28
