Provinsi,Tahun,Rata-Rata
Bali,2000,27.59
Bali,2001,28.67
Bali,2002,28.9
Bali,2003,29.1
Bali,2004,29.4
Bali,2005,27
Bali,2006,26.73
Bali,2007,26.9
Bali,2008,26.8
Bali,2009,27.1
Bali,2010,27.6
Bali,2011,26.8
Bali,2012,26.9
Bali,2013,27.4
Bali,2014,27.4
Bali,2015,27.3
Bali,2016,N/A
Bali,2017,N/A
Bali,2018,26.73
Bali,2019,N/A
Bali,2020,N/A
Bali,2021,N/A
Bali,2022,N/A
Bali,2023,28.17
