Provinsi,Tahun,Rata-Rata
Aceh,2000,27.18
Aceh,2001,28.93
Aceh,2002,29.21
Aceh,2003,29.48
Aceh,2004,28.69
Aceh,2005,26.8
Aceh,2006,26.73
Aceh,2007,N/A
Aceh,2008,27
Aceh,2009,26.9
Aceh,2010,27.1
Aceh,2011,27.1
Aceh,2012,26.9
Aceh,2013,27
Aceh,2014,27.1
Aceh,2015,27.1
Aceh,2016,28.23
Aceh,2017,28.23
Aceh,2018,27.66
Aceh,2019,27.97
Aceh,2020,N/A
Aceh,2021,27
Aceh,2022,27.2
Aceh,2023,27
