Provinsi,Tahun,Rata-Rata
Riau,2000,28.8
Riau,2001,29.05
Riau,2002,28.21
Riau,2003,29.64
Riau,2004,29.85
Riau,2005,28.5
Riau,2006,27.7
Riau,2007,27.1
Riau,2008,27.4
Riau,2009,27.7
Riau,2010,27.7
Riau,2011,27
Riau,2012,27.3
Riau,2013,26
Riau,2014,27.2
Riau,2015,27.2
Riau,2016,27.4
Riau,2017,27.51
Riau,2018,27.34
Riau,2019,27.47
Riau,2020,27.3
Riau,2021,27.1
Riau,2022,26.8
Riau,2023,27
