Provinsi,Tahun,Rata-Rata
Papua,2000,N/A
Papua,2001,N/A
Papua,2002,N/A
Papua,2003,28.49
Papua,2004,28.14
Papua,2005,N/A
Papua,2006,27.07
Papua,2007,27.2
Papua,2008,27
Papua,2009,27
Papua,2010,27
Papua,2011,27.1
Papua,2012,27
Papua,2013,27.9
Papua,2014,28.1
Papua,2015,27.8
Papua,2016,27.5
Papua,2017,27.1
Papua,2018,27
Papua,2019,26.8
Papua,2020,N/A
Papua,2021,N/A
Papua,2022,N/A
Papua,2023,N/A
